A;B;C;D;E;F;G;H;I;J;K;L;M;N;O;P;Q;R;S;T;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;Target
-0.2142799284;1.1741923424;0.0433700935;1.5011318613;-1.6487398674;0.2294487281;3.4549611102;1.6960288901;-0.3114644478;-2.1067931421;0.5292528225;0.958865301;-0.7683217631;0.2217197567;0.3575093097;-0.2656294878;-0.4736141383;0.5055234812;1.9399838666;-0.782421954;0.3857807101;-2.0140859858;-1.3367286362;-0.1476473143;0.8801209374;0.5423807404;-0.7180875364;0.5093697212;1.268738062;1.8015405978;0.3424586357;1.8354423929;-3.5450336652;-0.1392053962;1.1853366502;1.5502279525;3.4892113462;0.2539673015;-1.1106649167;2.4649858007;1
0.2500179168;-0.8390953523;-1.0388489695;1.1597215874;-0.9607101696;0.169789215;1.1609582963;3.0814945848;0.5151625569;1.3671987992;-0.7155532228;-0.7764683623;2.3684897784;0.7538833322;-0.7056687298;-1.125446008;0.9517001763;0.1998943791;3.148625276;0.8923724117;-0.8426121745;0.9642091575;-0.4663289333;1.527959136;-0.5731315015;-1.2732380744;0.0401934082;-1.6774930539;1.3278542688;4.2222826424;-0.002510939;0.1453644549;-3.9505245156;1.3254660425;2.0015206519;-0.0141148052;0.811324097;2.0887850253;-0.3758003905;1.9849607015;1
-0.8539951549;0.7069619054;0.3924310674;-0.2519406982;-8.1386624268;-1.7412425297;1.5276028338;-3.6654066957;-0.1547036224;0.4003567904;-1.1388423519;-1.6697139971;-8.1789192396;0.0058969482;0.0686268182;0.624337803;-0.7011744912;-0.0139917063;-3.5674314552;0.6150189159;-0.5867524081;-0.1273656115;0.6032461126;-7.2438560486;-0.2572480399;-0.168697914;0.8999841974;-0.3502377028;-0.9546373694;3.3326522349;1.075576788;0.6598206514;2.1273697719;-1.3954974868;-0.2688369353;-1.6291231358;1.7327344776;-2.2834335765;-0.5073750406;3.1820856179;0
-1.2920525205;0.1503493346;-0.2586433078;0.2828192144;3.0490955543;0.1091486366;-0.3504921735;-0.669189026;0.3207063477;-0.0019851756;0.7838259383;1.7982703919;0.3544953911;-0.2819672356;1.1129521814;-0.8346314977;1.3467232502;0.0118623412;4.4088426375;2.2867269934;0.2124821205;-0.578491161;-0.7741688093;-3.1834446584;-0.0945006468;0.6003149624;0.251338768;-0.2889927134;-0.4482769143;-2.5328867134;0.6318570566;-0.9714429175;0.9423061773;0.2986974107;-4.4674579642;1.6101327745;-2.9706224754;-0.0370801299;0.0957172484;3.1128879052;1
0.1439524347;0.5068360136;-0.1329197026;0.6477679665;7.5323257627;-0.3969113631;-0.7577938666;1.7199014206;-0.8966931931;-1.8528946609;-0.5726589337;0.3250112206;-9.7106116921;-1.7902410967;0.4062463813;0.3568613315;0.401455276;0.5835233023;-0.5218745706;1.2317719893;-0.0714303667;0.3403051636;2.1506102587;1.1692845972;0.5613321544;0.8886749125;-1.3533571587;-0.6025288197;-3.9665690572;0.8748573435;-0.0795528995;-1.5587894708;1.4762177453;3.1567288236;-3.3959017255;-1.6065510681;4.9280714273;-0.2434554758;-1.4609087708;-0.7748760907;0
-0.3916728964;-0.2570575728;1.1260039386;0.5361145365;11.7735248801;-0.1822615964;0.0113523868;1.4878882484;-1.4835221435;1.1303675343;1.3231961282;0.9647214969;-1.3877621958;0.8130376424;2.5331088126;0.9014290688;-1.0577478543;-0.1475846409;2.9160084279;0.06491986;1.4037131401;-1.0649147739;5.2586046071;12.7947147115;-0.6096495525;-0.2021574115;-0.2412128783;1.6877143032;-1.5377268321;-0.7272983409;-1.3810470081;-0.8136046479;-2.9995397255;2.958028547;2.4930646687;-1.0387441553;3.9303811039;0.637126035;-2.5846299649;-0.7965101737;1
-1.0698235939;-0.366241697;0.1310054485;-0.6967714158;1.7759402788;2.2878727354;0.0518023779;-0.1325514327;-2.0807377787;0.1172355536;-1.3799451477;-0.6694873042;0.9098760578;0.7874635886;1.3449532899;-2.5083311883;0.5814031072;-1.5479462203;0.9065788078;-0.3263933725;1.2753643082;0.7072156542;-0.8278377268;-1.0134030825;0.7533028066;-0.8249548443;0.4181014498;-0.437199409;-0.1650354984;-0.7787097798;0.3632441671;-0.0243891821;-0.6086766107;-0.1095772083;-1.5816708232;-2.0586558794;-1.2337602638;1.3254197333;-0.0131898247;0.2704087825;1
-0.8831868676;-0.1936218859;0.1141548453;-0.4494059313;3.8825118662;1.7981394712;2.6067546176;-0.4661669977;2.5048299468;-0.3340135914;-0.8476225643;-1.4443113443;-5.3306237111;-2.0061127163;0.4788778948;-0.1175475168;0.734377243;0.0569816958;1.3103898141;1.0444667573;0.8737804352;-1.2810990598;1.2920344652;5.311857696;0.8407248673;0.9756877353;1.1394115636;0.3632259786;-3.3855798831;0.8652545248;-1.0560317168;-0.2194643855;-1.1107804346;0.8464304431;1.0616910967;-2.6711464844;3.6364935843;0.6818480701;-2.6661587663;-1.5059989348;1
1.7090930183;-0.6369498609;-0.1115066699;0.0933173254;1.5825584465;3.1029973145;0.9818436878;2.8420729339;0.5206780916;0.0438576159;0.2654986668;0.4800502102;-6.1003972451;-0.6835986316;-1.3411680603;0.3057808197;-2.0973812835;-0.2309424034;0.8714740484;0.0439656829;-0.1039554654;1.7743943346;2.1951640516;-4.7016176153;-0.5674427138;-0.1560634191;0.5066632173;1.1373658534;-0.6663746991;-2.027643104;0.6238659329;1.2948698507;1.3509105978;-1.9084426204;-2.7910667126;-0.9091348283;-0.8378425871;-0.2635332018;-1.0096652909;2.7619213113;0
0.055754021;-0.1361415749;0.9013290168;-0.1532119614;-1.9511127883;-0.1739502961;1.3453994488;-0.8825620466;0.6639288095;-0.4094571658;1.5345217971;0.5351702641;-4.2996080761;0.2138976913;0.1707493304;-0.8176680874;0.6086330013;0.7798971884;1.9992375935;0.1363911884;1.5509526216;-0.9168583445;4.8370490375;2.7999516524;0.5527118421;0.9306311441;-0.4042732326;0.0821965473;1.1031650427;1.6858209953;0.0617244888;0.3690797953;1.1899693601;0.6149133591;0.2032954096;0.7746269003;1.553212365;-2.1918888789;-4.2301917002;2.8234041008;0
0.4083050003;-1.204188708;-0.3353662558;-0.9608752112;7.2070926666;-2.529095062;1.3333938413;1.5152407255;-0.1972167558;0.1731610556;0.3762703035;-1.7285072173;-1.0732740237;1.0016569756;-0.7863302585;3.1009351137;0.1632462971;0.5313937299;1.2361352599;-1.0562165142;1.6195742252;-1.4808667425;4.6782539832;8.8578169547;-0.8643393787;0.3991000438;0.5409607839;-1.3762942344;1.1887183458;-4.5661684862;0.8520215699;1.054149567;-0.5248568557;-2.0251140245;-0.2294369904;0.8160193204;0.60691164;0.7650351198;-2.210769627;-3.0582192163;0
-0.2385822675;-0.0227562479;-1.5779568418;-0.1162057409;-0.1612945188;1.8139719514;-0.8376963756;1.9683614098;1.2767621804;2.2195048318;0.4234325062;-1.0602001553;-3.5768223812;1.9071856552;2.7653472732;1.0363677081;0.820136661;0.0973107902;4.0009950495;0.3694484483;-0.363069068;-2.2548932306;1.0839019064;-1.0889233449;1.484443319;0.5531963711;-0.6929330771;-0.5483818747;-1.0780428781;3.6561284454;2.2220716468;-0.6302658052;7.1603790641;-0.4212299541;-5.0372107332;0.7938938927;3.7856482379;1.5318830624;-6.4455943195;-1.354621384;0
1.6392597289;-0.791240665;-1.1572129844;-1.0555030187;-4.8185827662;0.5799537188;0.7703658395;-1.9187514234;-1.3795620374;-1.3374839801;-2.2244420232;-0.8358330369;3.6867840914;-1.4798199346;2.393680778;2.5511292598;1.5727740302;-0.61505757;0.3960380737;0.7547985789;-1.7930981707;-0.3561594858;0.0734988734;-2.550668393;-0.7808472553;-1.3121983289;-0.8563303374;-0.8153390854;2.0532150831;-1.0435515615;-0.7665201424;1.5304500204;2.6842881061;0.6838452117;1.7712847081;-0.020671868;-1.2937618041;-0.043625485;0.0304432393;0.7801748301;1
0.134175045;-1.3683175275;-1.3740041842;0.5919947467;-0.3836547915;-0.2085211331;3.3201931774;-2.7843648743;0.3937480218;1.3490070194;-0.2243862456;-1.4789755046;-3.9450286405;-1.1620538818;-2.7884196346;-0.1945623766;1.1410314424;-1.0100094844;-2.0342881345;-0.0075129005;-1.6761604425;0.0512514489;-0.6279106469;-0.4653132198;1.2730876248;1.127740388;0.3113946514;0.7144112994;-0.3339665741;-4.9386501441;0.8232004594;-0.3827809359;-0.8753480556;-0.9696631273;-1.0382685347;-1.5268530225;-0.7460167154;0.1944602704;1.4909641794;-1.3613579533;0
0.4396776986;-1.8272188181;-1.5427628492;0.1295887424;-4.3189914709;0.9769107739;0.3739539848;0.2034822538;1.2086711206;-0.7228034578;0.3061839731;0.531788096;-3.3272385075;-0.7861026704;-2.606548767;0.9847715209;-0.7784390078;-1.6036505475;-1.2905889159;-0.5439835097;0.8833463575;-1.2498261375;-0.0330656258;-7.0314154441;0.3679729143;0.7745472391;0.136775097;-1.328078961;-0.0513976641;-1.0495124872;0.3795225774;0.1820174384;2.6722367059;-1.1922838877;-0.6382802331;0.0213736212;-1.6494361605;-1.7159010936;2.1554690823;1.7701079255;0
0.3060130739;-1.2499033346;1.3191930173;-0.2159764849;2.3657298282;0.3683423082;-2.2869487746;-2.5964727338;0.1369781018;-0.7347550196;1.330436317;-0.1071736044;2.6820564911;-0.9426469355;2.4329803844;0.2737779022;0.8899856483;0.4307840295;-0.6226879898;0.5671762154;-0.1470240072;-0.6677271529;0.5249970143;6.3613881178;0.7255837341;0.3807489849;0.6098402417;0.8229567482;2.6231709907;0.0773503889;-0.1196974468;0.2794585569;-1.868264113;0.6530362122;-0.9374797653;0.0762696529;3.7964900489;0.301854298;-1.2949635991;1.1802027952;1
0.1885833963;-1.8959741743;0.8750400975;-0.3306511031;2.3313126179;0.4874160006;-1.0746642929;-1.2662220787;1.3309342004;0.537689766;1.3629543268;0.7226337441;5.3293258122;0.0720787031;1.2841494844;0.0035453019;-1.3229145412;0.7324662112;0.8313367946;-1.3346297757;0.7110400262;-1.0778810961;-0.0325048178;3.3348342976;0.9672833441;1.1024187106;-0.2393635775;-0.1040975982;0.9328079909;0.206430615;0.1352296213;0.0026459572;-2.3126389363;0.9143862755;2.7209482322;0.5651560727;-1.2474586163;0.2458435219;3.4432943918;-0.0820044592;1
-0.505774343;0.1277139967;-0.6915452655;0.9640680128;4.2589507806;-0.1908252758;1.8124447846;-0.5545557682;-0.4956364891;-0.2394866382;-0.760489498;-0.1032280623;-4.2773197935;0.9081235472;4.058603218;1.040034484;-0.148164514;0.3457230291;-0.4398474977;1.0736120694;0.6662869215;-0.0173272343;2.8755804393;1.4483679121;-0.2266309908;0.3619119385;-0.0111293973;0.0734723473;-0.5949440711;-2.5277723356;-0.7578031167;-0.1489495305;0.7196870861;-0.9196421224;0.1557631434;0.7417759872;3.3692779373;-1.0632252607;-2.0137538995;0.719752787;1
-0.0788218242;-1.3459495923;0.4389846371;2.3429116893;1.6129654419;0.9956503172;0.7945946692;1.2311761895;1.06507193;1.0927632079;-0.6574043255;0.031293475;-10.5380055226;-0.3633323058;2.7297811966;-0.0804603354;-1.8308243076;-1.07343329;-2.887162258;0.3982427719;0.3006245979;-0.0663072485;2.0196216638;-8.0617717996;-0.4707440898;-0.2988021818;-0.8109097837;-0.0785678399;-2.7962969622;1.7069419701;0.6638878268;-1.9745248111;1.7620486012;-1.0010932568;-4.6550970103;-1.3229973903;0.2743425996;0.6783074542;-2.3655543871;1.0566492472;0
-2.6955302027;-0.641592389;0.4428529108;0.0037354792;-2.157669011;0.302899148;1.2192357136;5.7099728509;-0.584578423;1.3250421433;0.5223685906;-0.6971179514;5.3546636599;-0.9684410354;0.4597785129;0.3711147384;1.0065809115;-0.805126902;2.982000507;-1.3061747552;1.5823919279;0.0075140851;0.1456948546;-0.6010901177;-0.9964915185;-1.8234575245;-0.0665905396;-2.0423410821;4.2583742303;2.003141965;-2.292451391;1.7172707238;-1.8330413316;-0.1370780057;2.6796913872;0.1560427122;1.1537012592;-1.0122548291;-0.3125630682;1.9859948385;1
1.5388448297;0.9232061266;0.413240556;-0.1198601541;4.3738419235;-0.2320376385;1.3288556614;-1.734230804;1.8470482806;-0.1217662259;1.5322533198;-0.2101271038;-5.0768018675;0.1347960109;-0.0454107653;-1.2912089532;-1.278812325;0.3500612616;1.0396518647;-1.0998269123;1.2117783052;0.5595232333;1.3087848297;2.0912864107;0.3473257488;-0.2270558502;0.7142209366;-0.4544473694;-2.9272636426;-0.5629630568;-1.6341475186;1.32846886;-2.7351792523;-1.1161032106;-2.3393245958;0.2090564503;-1.6324767741;0.3370759671;-2.1702279679;0.9587918037;1
0.9835203134;0.7115267124;-1.7583696674;-0.5810223683;-2.7311846775;-0.0309239356;3.62164735;3.4138950088;-0.4045981963;0.5312911188;-0.6571822042;-0.321612945;2.042015995;-1.2388158578;1.9761400337;-1.5329011942;0.8919252731;-0.4621615982;3.6708372593;-1.1721229135;-0.1502744002;0.9071793567;1.1832359725;-1.8729695449;-1.6091590803;-0.0606225815;-1.4006940836;0.0954904303;3.2720683606;0.7546092075;-1.2603644226;-0.8010547574;-1.79721932;-0.5844624368;1.689525145;1.2665091023;0.0164388084;1.3435236073;-2.6014713588;3.4833788022;1
-0.4487516462;0.4549589027;-0.940988791;1.2900268129;8.8865212228;-0.5880349611;0.6640810385;-1.5570520698;-0.2885466539;-0.3971258166;-1.9774339805;-1.3081861946;-7.110965827;-0.7111954982;2.9802505219;0.4596460905;1.59333;0.8835504019;1.5881857787;-0.9367188681;0.3487468152;0.2282345857;2.384941918;-0.6945815304;-0.9867538065;-0.8491818223;-0.3209424696;-0.3308652872;-2.8027851008;-1.3087559429;0.2398695191;-0.8060767531;-4.2384586356;1.1428508442;-6.0671395944;-0.2853991496;-2.9382071091;-0.4903803643;-2.4574215996;4.0314983043;1
-0.1783002138;1.4163088877;1.0906862016;0.565706554;-4.8587911933;1.3032897792;-0.6498049551;-0.5908109236;0.3817541767;-0.965627592;1.4813127852;-0.228800369;-2.5122605575;1.3551253742;-1.5124679317;-1.0044906187;-1.3831637305;1.7908338343;0.4264671795;-0.6548822887;1.0051968399;0.0406470992;1.8045852059;-1.5875783625;0.9687073104;0.9796347247;0.6740133276;-0.6912817627;4.2190190205;5.012709691;-0.2388129738;-0.0342998393;-1.1143513349;1.2619817445;-1.6319518281;0.5642098154;2.7420717699;-0.6016206119;0.8471194007;4.9531891356;0
-0.6663999905;0.3714967355;1.5146625869;0.229667533;-3.6476569732;-0.4426605347;2.2709811795;-1.2821712293;-1.9549171045;0.6167994939;1.3397207254;-0.2130740987;-2.1490966709;-1.1186662263;0.9681733968;0.6090738362;-0.2207851119;0.7288081108;3.7985592514;1.2099640717;0.1815078819;-0.0340483534;1.2576092262;-0.1499779203;0.193115306;0.9883581284;-0.0315016945;0.5970548894;-1.2955220419;4.8280178486;-0.5946976654;0.7900010527;1.207777096;-2.6737634873;0.3602163994;0.7249936199;-0.673517514;-0.6654447381;-3.1563930064;0.6722984002;0
1.3521600528;-0.8260307875;-0.4174318123;0.3717930627;-0.5731271455;1.3888570385;1.2879792515;3.9017883153;0.5862355744;0.9453304174;-0.8790244294;-1.0334082294;-2.264581813;-0.1881843802;-3.9322885556;-0.5479030603;1.2994891889;-0.4135856453;-2.3923967515;1.0016479382;0.2012327478;-0.0527526378;0.4572514034;-1.0182205924;-0.6533626493;0.4545375898;-0.8004542769;0.9424572269;-0.6855781254;-2.212867172;1.1468362165;0.5569131343;0.2756158972;-0.8493960835;1.2159975516;0.433309661;-0.9171409278;-1.0709879725;-0.2872479767;-2.6980422347;0
-1.266439839;0.3563933955;-0.9946719324;-0.7623083533;0.5910745732;-0.4917264776;-1.3268376676;0.2654152224;-0.1690655572;-1.7884914105;0.448046594;-2.2390143417;-2.8662496689;-0.6162744225;-1.5879512411;0.8180242372;-0.4116381637;-0.0576801685;-3.3035678352;-0.6540636417;0.0431135166;1.0174627588;-0.5641700861;0.2758148512;-1.3359041914;0.4752645452;-0.4325017309;0.3767131808;-1.4800668464;-0.1932724262;-1.1793002936;0.7550701673;0.7621436123;-0.2260784304;0.2633498062;2.235982028;2.7410111219;0.459866181;0.8612738799;-1.3973065794;0
0.8619346607;-0.2842910718;-0.944608771;0.0726362606;-5.7343237969;-1.4151309833;-0.7230390578;-2.1416155442;-2.2942722764;1.2950477764;0.5577683784;-1.426633157;-1.0454153579;-0.9102914265;0.2468622614;-1.0817355301;0.7711245485;-0.3667990729;-2.8633086529;-0.4214642496;-2.9211378682;0.6767259633;0.195999314;-2.3610678235;-1.3306153476;0.2180344197;-0.1171492589;0.6626861191;-0.1815154341;1.6189558094;0.8628209953;-0.2382484332;4.3705447729;0.9471342081;0.5006130262;-0.432176849;0.3205840582;0.7959855734;-0.8462637392;-2.0526933499;0
-0.4135940537;0.7483045315;-0.104299991;-0.4470044777;7.6706038071;-0.9476727839;1.1342107717;2.8799052788;1.3593350158;-0.5848344242;-0.7312497683;-0.9291841451;0.8840190218;0.0448477324;0.1182112769;-0.810150685;-0.7066470662;-1.800222161;2.6037065388;-0.6278422803;-2.2793949249;-0.1338167258;2.9819234844;11.0076418141;-0.7459546431;-0.19516506;-0.0623086646;1.2292123308;-1.6166209606;-1.6659054776;-1.2180114064;0.3865128202;-2.3897274378;-0.5960454804;3.9239727123;-0.3651771734;2.4058848121;-0.4349455381;-2.9615206487;-2.4148180108;1
-0.0263345136;-1.0007266148;0.5054982272;1.321487246;-2.9405495018;0.0401840664;4.0395310779;1.0397824024;-1.0496453722;-1.0868051614;0.5526646895;-0.4867690435;1.1582258491;0.3001374307;0.5470835802;-1.7096177561;-1.3667597465;-0.2085463527;3.3135957072;0.247110943;0.9214609112;0.6436020986;2.6719484747;3.7775764773;-2.2308874712;0.1624383412;-1.3751863282;0.3884372722;3.0242290894;2.5660222745;-0.6938521837;-1.4077659498;-2.3911899852;-1.3654852761;3.1393945681;0.3042048609;0.9101909554;-0.5453037162;-2.5750327269;1.0042164987;1
-0.2369307963;0.1406699324;-1.0852049548;1.7937903802;2.876271206;0.164814783;-0.4776502512;0.5512357291;1.6408495379;-0.4070439989;-0.4688430065;0.5691519683;-4.9237506238;2.7975130007;2.9833094288;0.3098102634;-2.0399506883;-0.8562595479;-2.7652708941;-0.0636923221;1.6695481235;-0.4985523431;4.5507761343;-0.2102683849;0.6199965862;-0.2862094504;0.2770661177;-0.1797524108;-0.8118072517;0.617275814;-1.6730546365;-1.0110546104;3.4181817286;-1.7644824714;0.1158544513;-0.5469815008;1.4588520967;1.0799561972;-0.6416591399;-2.341487427;1
0.9369817719;-0.4017233431;-0.1161536518;-0.0796624059;-2.7868468843;0.187872296;1.4567918902;-3.6280389678;1.228804804;1.8518617423;-0.3274865924;-0.0470366442;-10.9086296738;0.1493248711;-1.2016926888;0.6715019918;0.1202322183;-1.2381207615;-2.6439390704;-0.4967821515;1.3178831193;0.5217736383;1.2773146596;-5.4662630235;-3.0973156962;-0.0633217625;-0.5326906603;0.0209679499;0.1418509676;2.76874214;0.720742765;-0.5497190606;-1.3050999325;0.337270093;-5.1263208619;0.112890247;1.5051751675;0.1983546433;0.4038927071;3.9543907534;0
0.9251747022;-3.2461478231;-0.3297414785;1.3703260486;6.9878229929;0.1625290248;1.5787640212;1.7892913522;-0.2155028205;-0.6847850897;2.0043838422;-1.2284325731;-5.8392544518;0.8372277718;-1.4514159746;-2.2025375133;0.5926015192;-0.9499580425;2.3577253818;-0.8623065503;0.5253200346;0.4593062853;2.9346096939;3.2164440142;-0.4491028457;-1.6033203603;0.8971986878;-0.2328226305;0.2000826866;-2.7080667482;-0.8548898085;-0.1617445761;-0.276799126;0.0304862656;-6.2725043562;0.8903993751;0.0635375975;2.6153903655;-3.0318785911;-1.5495384228;0
-0.5234696449;-0.7579293473;-1.8243306245;-0.6951641095;0.8277314083;0.140211119;-2.1858108982;1.6853726661;1.2379573122;-1.1607399314;-0.7524649267;-1.5072519293;-4.859289793;-1.5617704659;1.5907119037;0.5922893583;-0.5221570807;-0.7321254122;-1.464155014;-0.22107179;-0.0788487723;0.7211493599;-1.3384193417;-6.1519368256;0.3296979555;-0.1130485797;-0.1295480036;1.055568756;-2.5200088638;2.8402633535;-0.0305429301;0.7118786765;2.7450208787;1.3240224059;-3.7626398101;0.8864826023;2.2716592721;-0.0716579955;-0.7095003607;0.5815682738;0
-0.683660487;0.1943742927;-1.6583320033;-0.4772411953;-0.4075430489;0.349512126;1.5607621805;4.0378624293;-0.9966741051;-0.9117380708;1.4434433164;-1.1730790648;-4.648825347;0.2268385049;-0.7727777011;-0.8208242706;-1.4126641954;0.8401257329;-0.5849554221;0.6206770456;0.1020768238;0.0159854278;2.3955304366;-3.4562073739;0.2358166929;1.7971631451;-1.4237278323;0.107429276;0.0597719008;3.0249279639;0.5078950416;1.6306694495;-0.5265855149;-0.8807589988;0.9897143261;0.5651751348;0.622851772;0.2109837821;0.6554133625;0.6163731106;1
0.1260570276;-0.6037041868;-1.4179583353;0.0880402317;2.5022890065;0.5196584368;1.7709081825;-0.7518212928;0.8213274126;-2.7498117332;0.4172921219;0.7143377292;-7.7733923012;-0.2323220542;-0.941087584;0.5774633585;-0.4866805773;0.5477330284;1.8066585145;0.4168012955;1.0126424153;-0.1928663807;2.9840494339;1.5507166777;0.2275712445;2.0258518661;-0.8762029041;1.2785255156;-0.8320696873;-0.9057941856;-1.0555837573;-0.8298127796;1.7757587184;0.0415143882;-3.3698723078;1.2274413493;2.5958212276;1.1354035741;-2.3743765434;0.7519110727;0
-1.0210975665;0.8104482407;-2.1668853021;-0.676521389;-5.7871100672;0.4390349559;0.6966114345;-4.0471734563;1.4994462138;1.5202409991;-1.1134859622;-0.9353022274;1.9718684557;-0.8813234229;-0.9423182906;0.438679911;0.0934063025;-2.6727461197;3.0735364434;1.5692301864;0.288929718;-0.4022888256;-1.1343349856;0.1520120853;2.4293393883;0.3802426398;-0.1258005738;1.5338282414;-0.5743888815;-0.0314005947;0.1664988459;0.0085791059;1.9589598618;-1.1756519383;0.2730522943;0.3035632006;-2.3868103837;-0.9387116853;-2.3442092893;1.7987415929;1
-1.6127166312;1.6135072049;0.4126708283;-0.6666091711;-2.9678049808;1.078146863;-2.0763130982;-6.3695743749;0.0237350239;-1.7385241961;-0.6054262729;-0.8035857752;-1.0981743643;-2.0349437841;-1.3755660155;0.0564073259;-1.8488044805;2.3875845002;0.7814164575;0.0772566635;-0.895643021;-0.6877489528;-0.4022795602;5.0767754233;0.1345430457;0.5108472423;0.0231607578;0.207695735;-1.8118825461;1.5937997287;-0.3455018466;-0.3052585562;-0.6792022518;0.6034430151;-1.0366343721;1.1937376269;0.4462114068;-0.268464171;-3.871951294;3.3306997049;0
1.2765343852;-0.381185761;0.2058351467;-1.6213582533;0.3217094007;-0.7676359046;1.8741041562;-2.6058601148;0.1008533447;0.46893853;0.2047813358;0.6444867708;-4.0953565714;-1.7386160481;-0.8737813573;0.7843882621;-0.1744945512;0.751824421;-1.2881730654;-0.2482237183;1.4305431327;0.0442273346;1.2460605365;3.6629647672;2.1119315835;1.1200389587;-0.9551271521;-1.7893458637;-0.2705147412;-3.5835632074;-0.5963224761;-0.925884006;-0.3564581671;-0.0937054673;-1.9725173082;-1.7557836523;1.0386217505;0.8517869759;-4.3055241618;-0.4398428216;0
1.4331580364;-0.1499192393;-0.2625683137;-0.4124073334;2.0114749597;-0.4391258033;-0.4984112594;-0.9806269822;0.8187073254;0.8976706919;0.7505033252;0.7194326882;-2.0394473685;-0.5936306754;-2.3842974532;-1.1426940643;-0.7616620487;-1.2591061062;2.4193953972;0.8315466113;0.6607787398;1.591438291;1.6393497703;6.666517455;-1.618375925;-0.5190605147;-0.781315408;-1.8095928998;-2.1513816812;3.1473308338;-0.319849643;3.6880472499;-3.0473333151;0.8778060498;-0.1201687155;-0.6056198304;-0.6300905374;-0.0668303005;-2.9484746669;0.7874057188;0
0.8150683886;-0.393502945;0.7142285858;1.8376762427;2.2636369014;-0.6556491644;0.6322085326;-0.8426328911;-0.7300014438;0.3247963252;-0.6620049268;-0.0108691186;-3.6713826513;0.0262097128;-2.2929578546;-0.4852386045;-1.4686534504;1.3260740956;3.9601883932;0.2874256876;-0.3248718323;1.1603669321;-1.4891251224;1.3425726055;0.6892193467;-0.7637426798;1.5395995667;-0.4120396457;-4.8241117044;0.9731705891;-0.6444025881;0.1881778895;1.947495847;0.2287989561;-2.4640548819;1.0922879081;-0.3783942596;-0.9176343927;-1.3179159478;-1.9271768225;0
0.1273693898;0.3438643923;1.0320463071;1.6979562316;-3.0763044817;1.6851444151;-0.1250239552;-0.3441315382;-1.3906851796;0.4559681596;1.8198184511;0.2974740746;-4.6792464576;-1.1715810217;1.4182425108;-0.0934587119;1.0483943681;0.461725552;-3.2846342316;0.3827255674;0.6445262797;-0.541806016;0.1470495298;-3.9475829532;0.5186174754;0.0592903449;-0.9341441021;-0.657243525;-1.464155689;2.2066433593;-0.0848481578;-1.8391283567;2.2006816213;0.3203950408;-0.473604889;-2.3617461281;2.0971421561;0.1332871556;-1.9993109379;-0.0077549775;0
-2.1851010988;-0.3037763242;-1.728489605;-1.0510019839;-8.2728440093;2.5450707216;4.5078661744;0.0062884698;-0.5020080537;-0.0605054157;-0.0615660129;-1.3549241067;1.4050313529;-0.3166672133;-1.0854865157;-0.9002465249;-0.7133418351;-0.544918571;1.8155438654;-0.3593721369;-0.8042995958;-0.7300208568;-1.2137356525;-1.9254093492;0.0684403149;-1.1183590521;0.4930039556;-1.5216889875;4.0959499953;2.6546338221;0.457064118;0.081961213;-2.9106145266;-2.9995640786;1.5351687895;-0.0865801291;0.8476051868;-0.7124962329;-0.9377901042;2.5873811762;1
-0.1213280466;0.3371296013;-0.7871459208;-0.5332336072;9.9300847039;0.2834252638;-2.8165876263;-2.9073969665;2.0444382564;-0.1425053713;-0.7074017501;-1.4504531935;3.152752457;-0.5431450629;1.4765554696;0.1680366673;0.8711669357;0.6275272146;2.9395176847;1.5539022984;-0.4336923846;0.7484703711;0.9875554396;6.279229802;1.5853898028;0.2027951452;-0.8437006363;-0.6948214114;-0.9705695058;-3.324332402;-2.0707589256;1.0154917368;-1.7884747429;0.8235121626;-0.8455555437;-0.0913703877;-1.4017663529;1.4568877321;3.8897378076;0.8619251254;1
1.5198320982;-0.2940133798;1.6285908394;0.2567351753;-0.0299173866;0.1012370001;2.1924908241;-2.136947396;-0.7080295098;1.3247925143;2.4856967603;-0.3175195004;-3.6401276665;-0.1420122895;0.4106140711;0.659840665;-1.0726939396;-0.8482813315;-3.2461620226;0.5427275871;1.8524454116;-0.6453401204;1.2526126915;2.2160406973;-0.6598651101;1.5110515468;1.1258112396;-0.2633903278;-0.716728282;-1.5697401645;1.6085671922;1.9017540043;-0.7385735527;1.3052057744;2.234032509;0.2813415815;2.3664320724;-0.4739952783;-0.1941989755;-1.3923226522;0
-0.2444609937;-0.6799624956;0.2491193038;1.3520434022;2.8249341564;1.0726139009;-0.3739400042;0.459865227;-0.7693420373;-0.1492736399;0.3801485352;0.5398777374;-2.8280437889;-0.1984897111;-2.6785739098;-0.2814901287;0.7940763582;-0.1062934238;-0.8527277042;-0.1066429411;0.6371733988;0.8864413566;0.8375312063;4.5337067413;0.5094001567;-0.4466093878;1.3900644322;-1.0321605629;0.3964166698;0.3135044407;0.3211100337;0.5731202468;-3.1661518903;0.3229831565;-2.4787014844;1.4856280339;1.2891497648;0.7702682223;-1.5956565919;-0.4642469386;0
